shipment_id,duration_seconds,distance_meters
SHP_23826,94567.2,2232467.0
SHP_23827,101996.2,2477948.0
SHP_23828,98360.6,2300644.5
SHP_23829,94271.1,2230195.0
SHP_23830,81480.6,1932136.3
SHP_23833,197224.9,4914708.0
SHP_23834,92005.0,2209536.0
SHP_23836,173740.0,4412645.5
SHP_23837,73962.5,1764703.9
SHP_23838,87460.8,2123040.5
SHP_23839,86405.2,2051871.4
SHP_23840,49028.3,1189000.0
SHP_23842,45681.4,1099249.3
SHP_23844,69835.3,1686211.9
SHP_23845,172129.3,4375230.0
SHP_23846,142162.2,3615541.5
SHP_23848,177692.7,4435482.0
SHP_23849,82144.3,1949250.6
SHP_23851,87235.0,2062587.0
SHP_23852,92563.9,2174903.3
SHP_23855,180848.8,4577112.0
SHP_23859,167128.6,4261510.0
SHP_23861,172683.9,4388490.5
SHP_23863,170793.9,4348994.5
SHP_23864,93341.6,2191753.0
SHP_23867,170573.0,4337416.0
SHP_23872,172416.4,4380671.0
SHP_23873,87013.8,2059099.3
SHP_23877,83312.4,1991370.0
SHP_23878,83549.1,1986415.1
SHP_23879,183356.1,4575577.0
SHP_23881,2543.7,45369.9
SHP_23882,90771.7,2150526.0
SHP_23883,67572.5,1572158.3
SHP_23884,173569.9,4407361.0
SHP_23887,170681.6,4346589.0
SHP_23888,95756.5,2259945.3
SHP_23891,23075.3,550604.9
SHP_23894,125212.4,3176548.5
SHP_23895,92412.0,2215828.8
SHP_23896,64963.8,1549998.3
SHP_23897,87131.8,2059568.6
SHP_23902,80468.3,1913374.9
SHP_23903,172003.5,4372249.0
SHP_23904,85652.8,2033507.0
SHP_23908,52586.7,1254448.9
SHP_23909,127671.8,3137145.0
SHP_23911,84754.0,1999330.8
SHP_23912,169599.9,4308053.0
SHP_23915,169626.1,4311825.5
SHP_23916,173540.5,4407187.0
SHP_23917,23122.6,552947.3
SHP_23920,133407.9,3267798.5
SHP_23921,91374.0,2199992.3
SHP_23922,78829.7,1855841.8
SHP_23923,93638.9,2215230.8
SHP_23925,172657.0,4386016.0
SHP_23928,86704.4,2107340.8
SHP_23931,92100.5,2180980.5
SHP_23935,65899.4,1581248.8
SHP_23938,185526.1,4629557.0
SHP_23939,174436.5,4432637.5
SHP_23941,169457.4,4315731.0
SHP_23942,141468.0,3605951.3
SHP_23943,173.6,1763.5
SHP_23946,23122.6,552947.3
SHP_23950,91471.0,2170870.5
SHP_23951,173116.8,4401529.0
SHP_23954,78943.8,1882426.6
SHP_23955,2259.2,42982.5
SHP_23956,102079.4,2477516.5
SHP_23957,101586.0,2466076.5
SHP_23960,84806.8,2020027.4
SHP_23964,103257.0,2504870.8
SHP_23965,181231.2,4519624.5
SHP_23967,57282.3,1404087.5
SHP_23968,148378.2,3781990.5
SHP_23972,148149.8,3779648.5
SHP_23974,87478.3,2073011.6
SHP_23978,3212.5,64917.1
SHP_23983,195938.5,4869927.0
SHP_23990,78336.8,1839919.8
SHP_23992,62484.6,1515588.6
SHP_23995,45174.0,1097778.1
SHP_23996,167284.8,4266330.0
SHP_23998,169629.4,4317559.5
SHP_24004,173350.7,4401299.5
SHP_24006,81502.0,1977156.5
SHP_24012,92107.6,2210788.3
SHP_24014,1592.9,23646.3
SHP_24017,93089.5,2236122.8
SHP_24018,166688.2,4253839.5
SHP_24021,175238.3,4450556.5
SHP_24022,168735.5,4297887.5
SHP_24026,74596.2,1813763.8
SHP_24030,174002.0,4423456.5
SHP_24031,86778.9,2057073.6
SHP_24033,90960.0,2159799.8
SHP_24035,173483.4,4409680.0
SHP_24036,18655.6,435403.9
SHP_24037,197758.6,4924174.0
SHP_24038,120641.0,2924179.0
SHP_24040,163899.8,4091302.5
SHP_24043,77472.5,1844451.6
SHP_24044,164255.5,4101964.3
SHP_24049,148696.0,3789227.0
SHP_24050,195915.6,4873406.0
SHP_24052,169437.1,4310411.0
SHP_24059,41339.1,974062.2
SHP_24062,71620.1,1676277.5
SHP_24063,167284.8,4266330.0
SHP_24070,86826.9,2058821.4
SHP_24073,185425.4,4618855.0
SHP_24075,185220.6,4623372.0
SHP_24077,171972.1,4369907.5
SHP_24078,87079.5,2059857.1
SHP_24079,87370.4,2064061.0
SHP_24081,87276.4,2062161.0
SHP_24082,54667.3,1288230.3
SHP_24083,87177.4,2061284.1
SHP_24086,77914.2,1863958.4
SHP_24089,195536.7,4862808.0
SHP_24091,192132.8,4761586.0
SHP_24092,195507.7,4869839.5
SHP_24093,73573.7,1764015.1
SHP_24095,2543.7,45369.9
SHP_24097,87126.6,2060921.3
SHP_24098,79356.4,1940187.8
SHP_24100,172453.7,4381539.0
SHP_24102,173067.3,4390322.0
SHP_24103,171586.8,4362990.5
SHP_24107,86405.2,2051871.4
SHP_24109,88938.0,2183129.0
SHP_24115,93612.1,2216903.0
SHP_24118,116073.0,2785204.0
SHP_24120,2259.2,42982.5
SHP_24123,170509.0,4340987.5
SHP_24127,167284.8,4266330.0
SHP_24128,193826.8,4821049.0
SHP_24130,172288.7,4383075.5
SHP_24133,80371.0,1908570.3
SHP_24139,83549.1,1986415.1
SHP_24142,87632.7,2068359.5
SHP_24144,172163.8,4375336.0
SHP_24154,172737.3,4394355.0
SHP_24158,3212.5,64917.1
SHP_24161,92206.9,2213339.8
SHP_24164,92376.9,2165579.5
SHP_24167,65205.5,1550628.6
SHP_24170,196443.2,4892748.0
SHP_24171,91521.8,2169613.3
SHP_24174,168665.4,4296115.0
SHP_24175,169626.1,4311825.5
SHP_24177,91997.0,2162333.8
SHP_24183,117029.4,2829456.5
SHP_24185,78956.8,1872088.4
SHP_24186,87707.7,2096081.3
SHP_24187,89197.3,2105349.3
SHP_24189,87419.6,2064113.5
SHP_24192,88686.8,2159722.0
SHP_24194,93083.8,2201877.3
SHP_24201,79794.6,1895190.3
SHP_24203,212676.3,5327736.5
SHP_24204,99742.2,2415866.0
SHP_24205,174457.4,4434390.5
SHP_24207,84606.6,2038919.0
SHP_24209,149667.0,3816064.5
SHP_24213,91579.2,2200682.5
SHP_24214,75997.0,1807425.9
SHP_24216,193780.8,4820274.0
SHP_24217,92088.6,2211702.5
SHP_24218,44355.6,1084065.1
SHP_24219,170209.1,4330604.0
SHP_24220,86777.6,2109936.5
SHP_24221,1592.9,23646.3
SHP_24222,175217.3,4452261.0
SHP_24225,150115.8,3821025.5
SHP_24226,73981.7,1771523.6
SHP_24228,77436.6,1848252.8
SHP_24229,170916.2,4283878.0
SHP_24230,94567.2,2232467.0
SHP_24232,65239.6,1553236.5
SHP_24233,163581.6,4088914.5
SHP_24235,172163.8,4375336.0
SHP_24238,91503.1,2201372.5
SHP_24239,172869.9,4388552.5
SHP_24242,87860.2,2070680.4
SHP_24248,87864.7,2078411.5
SHP_24250,172054.5,4376785.5
SHP_24252,148761.3,3789963.8
SHP_24254,177692.7,4435482.0
SHP_24256,87882.6,2130592.5
SHP_24261,172635.1,4384707.0
SHP_24262,95699.8,2257096.5
SHP_24263,144152.7,3530555.3
SHP_24264,55045.1,1292979.3
SHP_24268,194507.7,4829928.0
SHP_24274,177776.8,4437685.0
SHP_24276,49028.3,1189000.0
SHP_24278,88050.2,2076538.5
SHP_24279,75571.1,1819517.9
SHP_24281,53533.0,1296744.0
SHP_24283,89850.8,2143317.8
SHP_24287,2039.4,32855.0
SHP_24288,150509.2,3833237.3
SHP_24290,95257.2,2244398.0
SHP_24292,133997.1,3312204.0
SHP_24293,88723.2,2095116.3
SHP_24298,92376.9,2165579.5
SHP_24301,101477.9,2466295.0
SHP_24302,171125.2,4356727.5
SHP_24303,150509.2,3833237.3
SHP_24305,83312.4,1991370.0
SHP_24308,70856.4,1707005.9
SHP_24311,92800.9,2231153.5
SHP_24313,87490.0,2073130.8
SHP_24317,16934.5,396719.6
SHP_24318,84581.4,2011573.0
SHP_24319,195164.6,4857697.0
SHP_24320,90737.7,2156215.3
SHP_24322,87861.9,2104506.0
SHP_24324,81027.5,1945883.0
SHP_24327,87079.5,2059857.1
SHP_24328,90331.8,2149335.0
SHP_24330,77306.5,1846222.9
SHP_24332,95184.9,2244034.8
SHP_24333,177353.0,4412126.0
SHP_24334,86123.5,2048434.8
SHP_24337,86374.9,2097640.3
SHP_24341,87560.5,2069568.8
SHP_24342,172604.6,4390796.0
SHP_24344,163204.9,4059245.8
SHP_24346,41250.7,973571.6
SHP_24347,103101.6,2395488.8
SHP_24350,172521.1,4381632.0
SHP_24352,69452.7,1658347.3
SHP_24353,138.3,1270.2
SHP_24355,209284.8,5262091.5
SHP_24356,78102.8,1862004.6
SHP_24357,93089.5,2236122.8
SHP_24358,194492.4,4835437.0
SHP_24361,167811.2,4276968.5
SHP_24369,91470.7,2243681.0
SHP_24370,195966.0,4872931.0
SHP_24372,57112.2,1363462.1
SHP_24373,167128.6,4261510.0
SHP_24375,2543.7,45369.9
SHP_24378,86570.5,2054442.1
SHP_24379,99742.2,2415866.0
SHP_24380,91588.3,2172811.3
SHP_24381,87419.6,2064113.5
SHP_24382,75638.9,1821936.1
SHP_24383,48690.4,1168090.6
SHP_24386,87167.9,2069278.4
SHP_24387,103659.2,2423056.0
SHP_24390,173414.5,4405841.5
SHP_24391,70036.1,1698114.8
SHP_24395,172692.4,4386647.0
SHP_24397,83069.6,2032577.4
SHP_24398,73078.1,1756064.1
SHP_24399,153318.5,3722756.0
SHP_24400,144084.5,3529373.5
SHP_24401,86479.5,2054301.5
SHP_24402,175320.1,4376757.0
SHP_24404,91430.7,2196804.0
SHP_24406,73492.8,1760280.8
SHP_24407,78755.6,1925393.0
SHP_24410,73859.8,1784256.0
SHP_24412,162847.3,4052841.0
SHP_24414,81021.8,1970368.9
SHP_24415,185066.5,4615304.5
SHP_24416,1770.3,29631.1
SHP_24417,91645.1,2172881.0
SHP_24418,172326.4,4378835.5
SHP_24421,101477.9,2466295.0
SHP_24424,85652.8,2033507.0
SHP_24425,91997.0,2162333.8
SHP_24428,170239.6,4334889.0
SHP_24430,59540.2,1450323.6
SHP_24435,84581.4,2011573.0
SHP_24438,2430.6,45173.2
SHP_24439,87792.7,2077428.6
SHP_24440,195990.7,4879869.0
SHP_24444,173164.5,4402569.0
SHP_24447,69716.5,1692173.8
SHP_24448,133801.4,3278150.8
SHP_24451,215154.6,5329868.0
SHP_24456,96948.7,2292251.0
SHP_24459,91902.4,2177570.3
SHP_24461,92398.1,2186221.0
SHP_24463,91654.3,2174511.0
SHP_24466,177850.7,4439593.0
SHP_24467,93478.5,2213355.3
SHP_24468,122908.7,3119603.8
SHP_24469,117952.0,2828967.5
SHP_24471,86826.9,2058821.4
SHP_24472,103601.1,2414016.8
SHP_24473,174044.9,4418694.0
SHP_24480,178904.7,4464360.0
SHP_24481,59414.4,1436694.5
SHP_24482,122546.3,3113873.5
SHP_24483,173656.8,4413046.5
SHP_24484,83676.9,1984034.5
SHP_24490,173052.2,4396506.5
SHP_24493,172416.4,4380671.0
SHP_24494,90429.2,2225724.8
SHP_24498,87341.8,2071180.6
SHP_24499,173061.2,4400829.5
SHP_24501,91789.0,2175739.3
SHP_24502,77914.2,1863958.4
SHP_24504,294.2,2765.0
SHP_24510,103659.2,2423056.0
SHP_24512,77771.4,1905568.4
SHP_24514,173641.3,4402024.5
SHP_24519,79887.1,1900578.8
SHP_24520,86430.4,2053376.0
SHP_24521,167524.6,4273296.0
SHP_24522,192129.3,4761562.0
SHP_24525,125210.2,3177198.5
SHP_24526,171812.7,4370761.5
SHP_24527,195289.3,4867985.0
SHP_24531,81020.6,1966173.8
SHP_24532,69752.8,1691753.9
SHP_24533,172453.7,4381539.0
SHP_24534,122908.7,3119603.8
SHP_24538,86051.1,2030885.3
SHP_24539,100125.4,2423706.5
SHP_24540,117391.0,2829636.3
SHP_24542,86858.2,2057529.9
SHP_24543,64.8,514.5
SHP_24545,167546.5,4270888.0
SHP_24547,92661.9,2170086.8
SHP_24548,172751.5,4393148.5
SHP_24549,39928.1,937387.4
SHP_24551,86430.4,2053376.0
SHP_24552,194644.4,4840329.0
SHP_24556,87904.7,2081680.8
SHP_24561,194183.9,4828086.0
SHP_24563,177105.1,4486755.5
SHP_24564,103101.3,2410915.0
SHP_24567,70856.4,1707005.9
SHP_24570,172176.2,4373438.5
SHP_24571,215154.6,5329868.0
SHP_24572,90150.4,2120308.3
SHP_24577,168863.1,4295618.0
SHP_24578,49028.3,1189000.0
SHP_24580,1832.8,30080.7
SHP_24581,170289.3,4337121.5
SHP_24582,65184.1,1552303.9
SHP_24583,116073.0,2785204.0
SHP_24585,91902.4,2177570.3
SHP_24587,173565.0,4405845.5
SHP_24589,86715.4,2055850.3
SHP_24590,177834.5,4439926.0
SHP_24592,82315.2,1969944.1
SHP_24595,83676.9,1984034.5
SHP_24597,133852.3,3290604.0
SHP_24598,77897.8,1899777.9
SHP_24600,75955.2,1815917.0
SHP_24602,193826.8,4821049.0
SHP_24603,65450.5,1561218.8
SHP_24604,86665.1,2058746.3
SHP_24608,95177.4,2254742.3
SHP_24612,183359.0,4575407.0
SHP_24616,79743.4,1895613.0
SHP_24617,73185.0,1765881.0
SHP_24618,172651.8,4382966.0
SHP_24619,209122.2,5264171.0
SHP_24621,88487.9,2154792.3
SHP_24622,87510.8,2117225.0
SHP_24624,91308.7,2167691.0
SHP_24625,84730.2,2041788.4
SHP_24626,83523.7,1979938.0
SHP_24627,44968.4,1098476.0
SHP_24628,193902.1,4822433.0
SHP_24629,61198.9,1474162.5
SHP_24630,87104.4,2060725.8
SHP_24635,16259.8,382068.9
SHP_24637,194472.1,4834689.5
SHP_24639,86289.4,2097445.8
SHP_24641,77191.6,1847792.8
SHP_24645,44652.2,1091999.4
SHP_24646,87248.8,2060910.6
SHP_24647,65278.0,1562072.1
SHP_24648,100358.8,2437151.0
SHP_24658,91693.5,2174712.5
SHP_24660,92212.2,2189399.8
SHP_24663,87373.1,2065933.9
SHP_24664,87096.5,2059125.6
SHP_24671,64631.4,1574633.3
SHP_24674,86826.9,2058821.4
SHP_24677,80371.0,1908570.3
SHP_24679,88107.2,2139925.5
SHP_24688,599.9,8037.3
SHP_24690,167623.5,4271424.0
SHP_24693,80728.8,1922264.3
SHP_24694,173727.0,4414553.0
SHP_24695,172635.1,4384707.0
SHP_24697,174044.9,4418694.0
SHP_24699,213230.4,5339659.0
SHP_24700,92532.9,2220075.3
SHP_24701,91357.8,2241886.3
SHP_24706,148761.3,3789963.8
SHP_24708,103016.9,2398663.8
SHP_24712,194812.1,4851714.0
SHP_24713,171935.8,4375727.0
SHP_24714,99477.7,2423219.0
SHP_24715,79743.4,1895613.0
SHP_24716,87786.3,2097026.4
SHP_24718,78106.2,1911858.5
SHP_24720,87247.5,2060901.5
SHP_24721,134717.4,3329708.8
SHP_24722,193080.5,4794258.0
SHP_24723,167623.5,4271424.0
SHP_24724,163306.6,4064513.8
SHP_24726,78992.0,1873243.1
SHP_24728,91871.2,2178194.5
SHP_24730,170539.0,4342436.5
SHP_24732,81238.3,1929682.3
SHP_24734,80521.9,1961304.1
SHP_24735,173958.8,4408568.5
SHP_24736,53549.0,1296089.8
SHP_24738,170333.8,4302886.0
SHP_24741,89499.3,2114492.5
SHP_24746,163445.5,4064612.3
SHP_24748,193874.5,4871251.5
SHP_24752,194050.3,4840453.0
SHP_24754,178275.9,4429654.0
SHP_24755,45348.6,1102088.4
SHP_24756,174044.9,4418694.0
SHP_24762,90027.8,2145906.3
SHP_24763,778.7,8752.2
SHP_24764,173163.8,4402602.0
SHP_24767,170629.4,4347895.5
SHP_24768,80444.0,1909085.1
SHP_24771,163104.5,4058752.8
SHP_24772,59540.2,1450323.6
SHP_24778,191688.9,4765850.0
SHP_24781,41339.1,974062.2
SHP_24785,87913.3,2077666.8
SHP_24787,167553.8,4271975.0
SHP_24789,81013.3,1923764.6
SHP_24793,86715.4,2055850.3
SHP_24795,69996.8,1697505.1
SHP_24798,90515.8,2153873.3
SHP_24800,103016.9,2398663.8
SHP_24801,173540.5,4407187.0
SHP_24803,91362.2,2169040.5
SHP_24806,171943.5,4365970.0
SHP_24807,93612.1,2216903.0
SHP_24810,171879.9,4372447.0
SHP_24811,88938.0,2183129.0
SHP_24812,154385.4,3617755.0
SHP_24816,87390.9,2064551.3
SHP_24817,134735.3,3330798.3
SHP_24818,80825.3,1966835.8
SHP_24820,90927.6,2160136.5
SHP_24823,173105.9,4399768.0
SHP_24824,90313.6,2148606.0
SHP_24825,173991.6,4415232.0
SHP_24826,86023.2,2043619.4
SHP_24828,177190.8,4497453.5
SHP_24829,42847.4,1032140.8
SHP_24831,101996.2,2477948.0
SHP_24833,57190.2,1403118.3
SHP_24837,78079.0,1912749.0
SHP_24838,89207.9,2167255.3
SHP_24841,173589.6,4411153.0
SHP_24842,169852.2,4310962.0
SHP_24844,168665.4,4296115.0
SHP_24847,79539.8,1941902.6
SHP_24852,43024.2,1053970.9
SHP_24853,65578.7,1588698.3
SHP_24856,87069.0,2059680.9
SHP_24857,134005.9,3317771.5
SHP_24858,61410.3,1488594.6
SHP_24860,16612.6,386713.4
SHP_24861,110177.4,2691348.8
SHP_24862,86826.9,2058821.4
SHP_24864,197026.8,4896959.0
SHP_24865,87751.7,2070180.5
SHP_24867,85851.5,2044507.3
SHP_24869,91588.3,2172811.3
SHP_24870,82684.7,1986729.0
SHP_24872,48812.6,1174470.5
SHP_24874,77873.0,1905763.3
SHP_24877,77442.7,1843995.9
SHP_24878,135977.7,3369447.8
SHP_24880,90618.1,2153724.3
SHP_24881,169190.5,4308427.0
SHP_24884,70590.5,1712778.0
SHP_24886,170333.8,4302886.0
SHP_24890,133729.2,3312231.0
SHP_24891,91732.4,2176460.3
SHP_24895,79332.3,1866274.6
SHP_24896,16208.5,379319.8
SHP_24897,56535.2,1386083.3
SHP_24899,174197.6,4425868.0
SHP_24901,82705.5,1958151.8
SHP_24903,92169.8,2180533.3
SHP_24904,91430.7,2196804.0
SHP_24906,209504.2,5270222.5
SHP_24907,177278.4,4497451.0
SHP_24908,87864.7,2078411.5
SHP_24909,92316.0,2191081.5
SHP_24910,80468.3,1913374.9
SHP_24911,81646.2,1981588.0
SHP_24915,90771.7,2150526.0
SHP_24917,167284.8,4266330.0
SHP_24918,196697.9,4892069.0
SHP_24920,87240.0,2116422.0
SHP_24921,86576.9,2056936.6
SHP_24923,88610.2,2173547.5
SHP_24924,87865.5,2077176.8
SHP_24925,87167.9,2069278.4
SHP_24927,156446.4,3998090.0
SHP_24928,73950.0,1772901.8
SHP_24929,39951.8,939579.7
SHP_24930,193510.9,4806965.0
SHP_24932,94643.5,2221305.0
SHP_24935,116073.0,2785204.0
SHP_24937,75933.5,1778988.8
SHP_24939,196697.9,4892069.0
SHP_24940,87235.0,2062587.0
SHP_24942,86282.3,2050475.4
SHP_24943,16150.9,371510.9
SHP_24944,195205.8,4850724.0
SHP_24945,64963.8,1549998.3
SHP_24946,83096.4,2031381.0
SHP_24947,194678.0,4838234.0
SHP_24951,90313.6,2148606.0
SHP_24952,167561.7,4272803.5
SHP_24953,91579.2,2200682.5
SHP_24956,173326.0,4403960.5
SHP_24958,172582.3,4384413.0
SHP_24959,54667.3,1288230.3
SHP_24961,171361.4,4358007.0
SHP_24962,85006.6,2023396.0
SHP_24966,116073.0,2785204.0
SHP_24967,149798.0,3814636.5
SHP_24968,89349.8,2104610.5
SHP_24969,172347.8,4376207.0
SHP_24970,100564.1,2349125.8
SHP_24974,192062.4,4771713.0
SHP_24976,99477.7,2423219.0
SHP_24977,84921.1,2022085.5
SHP_24979,87453.4,2075206.6
SHP_24980,40501.8,957360.7
SHP_24990,86538.9,2041227.5
SHP_24991,86440.7,2053061.1
SHP_24992,177284.1,4497850.0
SHP_24993,93051.9,2200129.3
SHP_24995,117330.2,2836235.0
SHP_24997,17982.9,401355.7
SHP_24999,62600.5,1465854.3
SHP_25001,218643.7,5390623.0
SHP_25002,42665.9,1041188.6
SHP_25004,87864.7,2078411.5
SHP_25005,85960.7,2042263.9
SHP_25007,48690.4,1168090.6
SHP_25008,173740.0,4412645.5
SHP_25009,90618.1,2153724.3
SHP_25010,171586.8,4362990.5
SHP_25011,171936.5,4365378.5
SHP_25012,91636.2,2173063.5
SHP_25016,91459.2,2170686.8
SHP_25017,53285.4,1263904.9
SHP_25020,150295.1,3830847.0
SHP_25021,97029.5,2297215.3
SHP_25022,142162.2,3615541.5
SHP_25025,45174.0,1097778.1
SHP_25026,171972.1,4369907.5
SHP_25027,53640.1,1281710.5
SHP_25028,173552.0,4409172.5
SHP_25029,92772.3,2195220.5
SHP_25030,133074.1,3221484.0
SHP_25031,171839.6,4371806.5
SHP_25032,93912.5,2208722.3
SHP_25035,79339.4,1892750.5
SHP_25036,45448.8,1106285.8
SHP_25040,169725.8,4317982.0
SHP_25041,173116.8,4401529.0
SHP_25042,116073.0,2785204.0
SHP_25043,99359.3,2393344.5
SHP_25044,93630.1,2210209.5
SHP_25046,98535.3,2325330.8
SHP_25050,101983.0,2477619.8
SHP_25055,80256.9,1912248.0
SHP_25056,80728.8,1922264.3
SHP_25057,87861.9,2104506.0
SHP_25058,88882.3,2141133.8
SHP_25059,83312.4,1991370.0
SHP_25061,148863.4,3794117.5
SHP_25063,70134.4,1699484.0
SHP_25066,83075.6,1963733.0
SHP_25067,87341.8,2071180.6
SHP_25070,167330.3,4267609.0
SHP_25071,70036.1,1698114.8
SHP_25076,59499.0,1447937.3
SHP_25079,172416.4,4380671.0
SHP_25080,76625.2,1876725.8
SHP_25081,78922.7,1927550.9
SHP_25083,83735.6,1987803.5
SHP_25086,97871.8,2247834.5
SHP_25087,78887.9,1928722.0
SHP_25088,173740.0,4412645.5
SHP_25092,144212.5,3532201.8
SHP_25093,92249.5,2210390.0
SHP_25094,163473.8,4087180.0
SHP_25095,95004.9,2287042.3
SHP_25096,202919.9,4535831.0
SHP_25097,85911.5,2040973.0
SHP_25098,133572.9,3271830.0
SHP_25102,44542.2,1086642.5
SHP_25103,87128.9,2059317.1
SHP_25105,172826.4,4395997.0
SHP_25106,184890.8,4616653.5
SHP_25113,133672.4,3309977.8
SHP_25114,87167.9,2069278.4
SHP_25115,197240.1,4911337.0
SHP_25116,90622.6,2228092.5
SHP_25117,91018.5,2127008.0
SHP_25120,72074.9,1733740.9
SHP_25123,71606.9,1703274.0
SHP_25125,195118.2,4801697.5
SHP_25131,45069.4,1096665.0
SHP_25132,133572.9,3271830.0
SHP_25133,173240.9,4405033.0
SHP_25134,81168.5,1925082.3
SHP_25135,77191.6,1847792.8
SHP_25136,1252.3,19122.0
SHP_25141,97658.9,2303500.0
SHP_25142,92377.3,2216660.0
SHP_25143,67819.8,1577418.5
SHP_25145,91430.7,2196804.0
SHP_25146,92950.7,2230600.0
SHP_25150,92259.7,2189667.8
SHP_25153,133801.4,3278150.8
SHP_25154,87615.4,2122925.8
SHP_25157,164122.6,4095973.8
SHP_25159,94567.2,2232467.0
SHP_25160,77401.4,1816048.0
SHP_25161,83069.6,2032577.4
SHP_25163,19498.4,463420.7
SHP_25164,93107.2,2204778.8
SHP_25165,81806.3,1986033.4
SHP_25166,168500.9,4284715.5
SHP_25169,79342.4,1892792.9
SHP_25170,86773.1,2058313.1
SHP_25171,80272.9,1915237.6
SHP_25172,172183.5,4375343.0
SHP_25173,193747.0,4818324.0
SHP_25174,169511.0,4314872.5
SHP_25176,45448.8,1106285.8
SHP_25178,90331.8,2149335.0
SHP_25179,87904.1,2022149.5
SHP_25181,2436.2,46215.1
SHP_25184,148378.2,3781990.5
SHP_25191,73149.5,1766718.0
SHP_25198,56391.3,1385839.3
SHP_25199,193948.6,4821900.0
SHP_25200,117029.4,2829456.5
SHP_25203,197062.8,4903091.5
SHP_25206,172657.0,4386016.0
SHP_25207,194168.0,4842777.0
SHP_25214,193100.1,4816724.0
SHP_25219,65278.0,1562072.1
SHP_25221,17982.9,401355.7
SHP_25222,78918.4,1881828.1
SHP_25223,101901.3,2409683.0
SHP_25225,171980.2,4370861.5
SHP_25227,154385.4,3617755.0
SHP_25231,715.3,10292.0
SHP_25232,91088.7,2186005.3
SHP_25233,212283.1,5315632.0
SHP_25235,91693.4,2174711.3
SHP_25237,65278.0,1562072.1
SHP_25243,81502.0,1977156.5
SHP_25246,172999.2,4400358.0
SHP_25250,82951.5,1970182.8
SHP_25251,86177.7,2046732.6
SHP_25255,193780.8,4820274.0
SHP_25258,68365.7,1663063.9
SHP_25259,99304.8,2319118.5
SHP_25260,92377.3,2216660.0
SHP_25261,180748.7,4574409.5
SHP_25262,97551.0,2306906.8
SHP_25263,195164.6,4857697.0
SHP_25265,184979.1,4617282.0
SHP_25268,763.6,11584.6
SHP_25269,87664.9,2070154.8
SHP_25271,69907.1,1692869.0
SHP_25273,71304.0,1726289.8
SHP_25277,169516.9,4314308.0
SHP_25278,117957.6,2830471.0
SHP_25279,91708.8,2179308.5
SHP_25281,80477.5,1908919.3
SHP_25282,84071.5,1990579.6
SHP_25286,88752.2,2094678.8
SHP_25288,19498.4,463420.7
SHP_25293,174995.5,4427903.5
SHP_25294,70203.5,1700286.4
SHP_25299,85974.2,2043703.0
SHP_25300,57112.2,1363462.1
SHP_25303,204324.8,5102045.0
SHP_25306,92100.5,2180980.5
SHP_25309,172878.2,4397909.0
SHP_25310,45397.0,1104077.1
SHP_25311,86858.2,2057529.9
SHP_25315,87341.8,2071180.6
SHP_25324,170916.2,4283878.0
SHP_25325,148696.0,3789227.0
SHP_25327,87605.6,2124796.8
SHP_25328,87235.0,2062587.0
SHP_25330,166688.2,4253839.5
SHP_25331,148614.5,3790311.8
SHP_25333,196624.9,4885531.0
SHP_25334,185066.5,4615304.5
SHP_25335,86773.1,2058313.1
SHP_25336,169330.0,4312990.5
SHP_25338,57234.8,1402601.5
SHP_25340,83007.4,1977817.5
SHP_25341,199141.9,4913641.0
SHP_25342,171773.2,4365665.0
SHP_25344,67468.5,1563657.3
SHP_25346,133682.7,3310257.3
SHP_25347,65785.6,1567033.5
SHP_25348,92088.6,2211702.5
SHP_25349,96812.3,2268387.3
SHP_25350,87280.8,2060997.8
SHP_25354,166356.7,4245465.0
SHP_25357,88107.2,2139925.5
SHP_25358,16259.8,382068.9
SHP_25360,174990.6,4429739.0
SHP_25363,89229.9,2189894.8
SHP_25364,86874.1,2061619.3
SHP_25367,134826.8,3334359.5
SHP_25368,91246.7,2194209.3
SHP_25369,211863.8,5323735.5
SHP_25371,87419.2,2071980.8
SHP_25373,95184.9,2244034.8
SHP_25377,173649.1,4402949.0
SHP_25378,85457.0,2031283.8
SHP_25379,169783.3,4323807.5
SHP_25380,103030.2,2402320.3
SHP_25382,92480.9,2192203.8
SHP_25383,86824.4,2060104.0
SHP_25385,87373.1,2065933.9
SHP_25386,150115.8,3821025.5
SHP_25387,116073.0,2785204.0
SHP_25388,175238.3,4450556.5
SHP_25393,284.6,2904.3
SHP_25394,85911.5,2040973.0
SHP_25397,84211.2,2001906.8
SHP_25400,173535.8,4411756.5
SHP_25401,148761.3,3789963.8
SHP_25403,100358.8,2437151.0
SHP_25407,90429.2,2225724.8
SHP_25408,122190.1,3106381.5
SHP_25409,86430.4,2053376.0
SHP_25411,80066.7,1924551.3
SHP_25412,159071.1,4055039.3
SHP_25414,103311.7,2438278.5
SHP_25419,173573.4,4408762.5
SHP_25420,79979.5,1899247.6
SHP_25421,2039.4,32855.0
SHP_25423,171935.8,4375727.0
SHP_25428,84699.6,2019221.1
SHP_25429,87605.6,2124796.8
SHP_25431,168524.4,4285750.0
SHP_25432,83978.7,1989657.8
SHP_25433,88387.4,2078108.1
SHP_25434,67613.8,1564632.6
SHP_25437,92005.0,2209536.0
SHP_25438,20157.2,473578.3
SHP_25439,172066.7,4371408.5
SHP_25440,163371.2,4063212.0
SHP_25443,80072.0,1912150.8
SHP_25444,67572.5,1572158.3
