shipment_id,duration_seconds,distance_meters
SHP_1173,177402.6,4497889.5
SHP_1174,172685.5,4385817.0
SHP_1179,92212.2,2189399.8
SHP_1182,75579.3,1818584.6
SHP_1184,168735.5,4297887.5
SHP_1186,91816.9,2177727.5
SHP_1191,193113.4,4818169.0
SHP_1192,86289.4,2097445.8
SHP_1194,156446.4,3998090.0
SHP_1195,196625.8,4883347.0
SHP_1197,171943.5,4365970.0
SHP_1200,100847.7,2425252.5
SHP_1205,85851.5,2044507.3
SHP_1209,103113.9,2402942.3
SHP_1210,141468.0,3605951.3
SHP_1211,197224.9,4914708.0
SHP_1213,92340.6,2218156.5
SHP_1220,192228.0,4782271.0
SHP_1229,87560.5,2069568.8
SHP_1230,80625.6,1921959.5
SHP_1233,91503.1,2201372.5
SHP_1234,78874.2,1853391.9
SHP_1235,99640.0,2413399.5
SHP_1236,94567.2,2232467.0
SHP_1242,169436.2,4304029.0
SHP_1244,91308.6,2167523.3
SHP_1246,78956.8,1872088.4
SHP_1250,173483.4,4409680.0
SHP_1257,81008.9,1926911.8
SHP_1258,850.7,13300.6
SHP_1259,149057.0,3783990.0
SHP_1261,64615.2,1543861.3
SHP_1262,67736.2,1574746.8
SHP_1263,67408.3,1571160.8
SHP_1265,194678.0,4838234.0
SHP_1267,87074.6,2059087.6
SHP_1270,81502.0,1977156.5
SHP_1271,86401.0,2052489.8
SHP_1273,102002.5,2502043.0
SHP_1276,73149.5,1766718.0
SHP_1277,192371.8,4796295.0
SHP_1280,147977.3,3775727.5
SHP_1281,173311.8,4403766.5
SHP_1282,1832.8,30080.7
SHP_1284,166824.6,4256392.0
SHP_1285,148696.0,3789227.0
SHP_1286,84699.6,2019221.1
SHP_1287,171448.9,4358688.5
SHP_1288,149086.3,3802294.3
SHP_1292,86994.5,2058872.3
SHP_1302,117029.4,2829456.5
SHP_1305,64963.8,1549998.3
SHP_1308,39246.8,928655.6
SHP_1309,78482.7,1844593.3
SHP_1313,102505.4,2389492.0
SHP_1314,172176.2,4373438.5
SHP_1317,16612.6,386713.4
SHP_1318,184888.8,4616622.0
SHP_1319,87174.7,2059860.6
SHP_1323,193533.9,4814051.0
SHP_1325,86353.4,2052444.9
SHP_1328,56238.0,1348214.0
SHP_1330,99477.7,2423219.0
SHP_1331,173052.2,4396506.5
SHP_1336,23122.6,552947.3
SHP_1339,67572.5,1572158.3
SHP_1340,84636.5,2039809.0
SHP_1343,168476.3,4284710.0
SHP_1345,163385.9,4064302.5
SHP_1347,87373.1,2065933.9
SHP_1348,80906.8,1921214.3
SHP_1349,87126.6,2060921.3
SHP_1350,69640.8,1688414.0
SHP_1351,87025.1,2060122.9
SHP_1352,79979.5,1899247.6
SHP_1353,88066.9,2072551.5
SHP_1354,163649.5,4069183.5
SHP_1355,58679.2,1410451.5
SHP_1357,169852.2,4310962.0
SHP_1358,100847.7,2425252.5
SHP_1359,91018.5,2127008.0
SHP_1363,173727.0,4414553.0
SHP_1365,80371.0,1908570.3
SHP_1368,172197.5,4373946.0
SHP_1369,70669.5,1708064.4
SHP_1373,101805.5,2369641.5
SHP_1374,53406.8,1268465.0
SHP_1376,53533.0,1296744.0
SHP_1377,45397.0,1104077.1
SHP_1382,69674.6,1690553.5
SHP_1383,88904.5,2141009.5
SHP_1384,84211.2,2001906.8
SHP_1385,16150.9,371510.9
SHP_1388,159071.1,4055039.3
SHP_1389,93107.2,2204778.8
SHP_1390,70770.9,1688059.1
SHP_1392,85652.8,2033507.0
SHP_1393,73149.5,1766718.0
SHP_1397,18167.4,404931.7
SHP_1398,174325.6,4424960.5
SHP_1399,177692.7,4435482.0
SHP_1405,482.6,4907.0
SHP_1407,2039.4,32855.0
SHP_1408,53640.1,1281710.5
SHP_1409,91415.2,2169622.0
SHP_1410,177402.6,4497889.5
SHP_1411,57282.3,1404087.5
SHP_1412,80473.5,1909402.5
SHP_1413,110246.4,2694053.8
SHP_1416,64456.5,1543598.8
SHP_1417,93115.0,2228636.8
SHP_1418,78992.0,1873243.1
SHP_1419,171163.3,4288561.0
SHP_1420,110169.6,2692460.5
SHP_1421,174105.5,4426637.5
SHP_1422,160284.3,4093800.0
SHP_1423,84439.7,2001579.4
SHP_1424,185066.5,4615304.5
SHP_1425,116073.0,2785204.0
SHP_1426,215154.6,5329868.0
SHP_1427,133074.1,3221484.0
SHP_1428,87828.9,2129325.0
SHP_1429,193902.1,4822433.0
SHP_1430,71439.1,1729771.0
SHP_1431,164255.5,4101964.3
SHP_1437,175238.3,4450556.5
SHP_1438,174325.6,4424960.5
SHP_1439,91333.0,2168859.3
SHP_1441,75830.0,1792176.4
SHP_1443,166688.2,4253839.5
SHP_1445,195382.1,4874077.5
SHP_1447,31454.0,769440.4
SHP_1450,69674.6,1690553.5
SHP_1451,150115.8,3821025.5
SHP_1453,93050.6,2231724.3
SHP_1456,99304.8,2319118.5
SHP_1458,133960.9,3316628.5
SHP_1459,56897.1,1394985.0
SHP_1460,52920.3,1284154.5
SHP_1462,67128.2,1619066.5
